number,crime,lat,long,date,Nbh_ID,Loc_type_ID,beat_ID
100821351.0,Larceny-Non Vehicle,33.77325,-84.38449,2010-03-23,14,5,25
100601518.0,Agg Assault,33.75767,-84.4473,2010-03-01,117,1,45
93340715.0,Larceny-Non Vehicle,33.76807,-84.34892,2010-03-24,133,1,75
101081185.0,Agg Assault,33.7013,-84.37649,2010-04-18,13,1,11
100960424.0,Agg Assault,33.77948,-84.49901,2010-04-06,137,11,43
101032508.0,Agg Assault,33.76629,-84.43169,2010-04-13,66,1,61
100962519.0,Burglary-Nonres,33.75317,-84.47247,2010-04-06,78,1,72
101032304.0,Auto Theft,33.7281,-84.4008,2010-04-13,28,1,26
101130818.0,Larceny-Non Vehicle,33.64883,-84.36584,2010-04-23,22,4,20
101020966.0,Larceny-From Vehicle,33.77128,-84.38344,2010-04-12,15,1,54
101132340.0,Burglary-Residence,33.76479,-84.4579,2010-04-23,62,1,45
101070972.0,Agg Assault,33.76575,-84.444,2010-04-17,47,1,44
100971037.0,Auto Theft,33.78696,-84.38316,2010-04-07,14,4,12
101072644.0,Burglary-Residence,33.7093,-84.37706,2010-04-17,13,1,11
100911423.0,Larceny-Non Vehicle,33.72991,-84.42657,2010-04-01,98,1,77
101090918.0,Larceny-From Vehicle,33.73772,-84.43479,2010-04-19,34,1,77
101061237.0,Burglary-Residence,33.74837,-84.52801,2010-04-16,138,1,4
101121678.0,Larceny-Non Vehicle,33.77067,-84.38023,2010-04-22,35,2,35
101000466.0,Agg Assault,33.76263,-84.42903,2010-04-10,44,1,31
101100737.0,Burglary-Nonres,33.7729,-84.37738,2010-04-20,14,1,64
100961382.0,Larceny-From Vehicle,33.78287,-84.41164,2010-04-06,50,4,47
100961859.0,Larceny-From Vehicle,33.7728,-84.41689,2010-04-06,30,4,28
100971457.0,Larceny-Non Vehicle,33.80906,-84.43651,2010-04-07,114,17,30
101192456.0,Agg Assault,33.76345,-84.43244,2010-04-29,44,1,31
100970532.0,Larceny-From Vehicle,33.67887,-84.37034,2010-04-07,87,1,74
100971061.0,Auto Theft,33.7193,-84.41256,2010-04-07,96,1,14
101161246.0,Larceny-Non Vehicle,33.84676,-84.36212,2010-04-26,36,3,6
101132372.0,Burglary-Residence,33.75569,-84.40528,2010-04-24,37,12,37
100991626.0,Larceny-Non Vehicle,33.68274,-84.40902,2010-04-09,68,3,63
101001608.0,Burglary-Residence,33.77891,-84.50713,2010-04-10,116,1,43
100980180.0,Larceny-Non Vehicle,33.77343,-84.36351,2010-04-08,101,1,78
100972484.0,Burglary-Nonres,33.7435,-84.29072,2010-04-07,32,1,32
101201748028.0,Homicide,33.72276,-84.42752,2010-04-30,98,1,10
101061264.0,Larceny-Non Vehicle,33.77973,-84.41743,2010-04-16,139,15,61
100970711.0,Larceny-Non Vehicle,33.79173,-84.37638,2010-04-07,56,1,12
100990864.0,Burglary-Residence,33.75813,-84.43572,2010-04-09,44,1,31
101020846.0,Larceny-From Vehicle,33.77689,-84.40807,2010-04-12,50,1,76
101160231.0,Auto Theft,33.70578,-84.46017,2010-04-26,38,1,19
101170670.0,Larceny-From Vehicle,33.66699,-84.39082,2010-04-27,84,1,74
101061316.0,Larceny-Non Vehicle,33.73646,-84.41838,2010-04-16,34,3,34
101020707.0,Larceny-Non Vehicle,33.77598,-84.40955,2010-04-12,30,1,28
101200007.0,Larceny-From Vehicle,33.76002,-84.39178,2010-04-30,15,4,29
101091001.0,Larceny-Non Vehicle,33.7009,-84.38279,2010-04-19,13,1,11
101150238.0,Larceny-From Vehicle,33.78553,-84.38604,2010-04-25,14,1,22
101000995.0,Auto Theft,33.75892,-84.3841,2010-04-10,15,5,66
101090709.0,Robbery-Pedestrian,33.74796,-84.4028,2010-04-19,91,1,49
100941274.0,Larceny-From Vehicle,33.87589,-84.39202,2010-04-04,107,1,71
101100374.0,Agg Assault,33.74516,-84.39011,2010-04-20,15,7,56
101181067.0,Robbery-Pedestrian,33.75045,-84.39554,2010-04-28,15,1,36
101121811.0,Burglary-Residence,33.78956,-84.44919,2010-04-22,120,1,57
100921899.0,Agg Assault,33.72519,-84.42883,2010-04-02,98,1,10
100951115.0,Larceny-Non Vehicle,33.7921,-84.39466,2010-04-05,76,7,47
101021559.0,Larceny-Non Vehicle,33.75735,-84.50282,2010-04-12,4,1,4
101170281.0,Burglary-Residence,33.74128,-84.44428,2010-04-27,23,1,21
101000937.0,Rape,33.70055,-84.45149,2010-04-10,97,1,3
101091194.0,Larceny-Non Vehicle,33.75199,-84.41928,2010-04-19,61,1,58
101060826.0,Larceny-Non Vehicle,33.75478,-84.4496,2010-04-16,140,1,45
101141743.0,Larceny-From Vehicle,33.72206,-84.45146,2010-04-24,12,1,7
101150509.0,Larceny-Non Vehicle,33.74574,-84.42509,2010-04-25,34,1,58
101201513.0,Larceny-From Vehicle,33.77914,-84.41116,2010-04-30,50,3,76
100920948.0,Larceny-From Vehicle,33.74751,-84.32831,2010-04-02,45,4,42
101070701.0,Larceny-Non Vehicle,33.72548,-84.37731,2010-04-17,67,2,62
101190428.0,Burglary-Residence,33.74206,-84.36567,2010-04-29,67,1,62
101081380.0,Larceny-Non Vehicle,33.74104,-84.41574,2010-04-18,34,1,34
101161685.0,Auto Theft,33.77665,-84.45405,2010-04-26,47,1,44
101191599.0,Burglary-Residence,33.71251,-84.38301,2010-04-29,79,1,1
101122277.0,Robbery-Pedestrian,33.79073,-84.37535,2010-04-22,56,4,12
101131218.0,Larceny-Non Vehicle,33.75249,-84.39132,2010-04-23,15,1,13
101051031.0,Robbery-Pedestrian,33.77129,-84.385,2010-04-15,14,2,25
101050563.0,Larceny-Non Vehicle,33.71798,-84.36977,2010-04-15,70,7,1
100941475.0,Agg Assault,33.76704,-84.47795,2010-04-04,65,1,60
100970816.0,Burglary-Residence,33.76188,-84.36252,2010-04-07,35,1,50
101111099.0,Larceny-From Vehicle,33.74988,-84.37788,2010-04-21,103,2,50
100950323.0,Auto Theft,33.78865,-84.39981,2010-04-05,71,1,47
101061012.0,Auto Theft,33.79988,-84.47023,2010-04-16,60,1,33
101151065.0,Larceny-Non Vehicle,33.86179,-84.38127,2010-04-25,72,3,65
101182072.0,Larceny-From Vehicle,33.87728,-84.37949,2010-04-28,73,2,65
100970986.0,Agg Assault,33.67767,-84.406,2010-04-07,74,8,68
101020366.0,Burglary-Nonres,33.77199,-84.38304,2010-04-12,14,1,25
101000720.0,Larceny-From Vehicle,33.77739,-84.38772,2010-04-10,14,1,25
101031113.0,Burglary-Residence,33.68808,-84.35805,2010-04-13,88,1,46
101072285.0,Auto Theft,33.76133,-84.36553,2010-04-17,35,1,50
101140265.0,Auto Theft,33.76685,-84.3853,2010-04-24,15,1,54
100972238.0,Burglary-Residence,33.73754,-84.44317,2010-04-07,23,1,21
100961761.0,Burglary-Residence,33.737,-84.36638,2010-04-06,67,1,62
101011602.0,Larceny-From Vehicle,33.84899,-84.3574,2010-04-11,136,2,6
101172168.0,Robbery-Pedestrian,33.74092,-84.34659,2010-04-27,75,1,69
101020842.0,Auto Theft,33.75112,-84.40011,2010-04-12,91,4,49
101080007.0,Robbery-Pedestrian,33.71369,-84.35008,2010-04-18,85,3,55
101011253.0,Larceny-From Vehicle,33.78674,-84.41204,2010-04-11,131,7,73
101021022.0,Auto Theft,33.83791,-84.37392,2010-04-12,10,1,9
100911608.0,Larceny-Non Vehicle,33.72854,-84.39064,2010-04-01,112,1,16
100912498.0,Burglary-Residence,33.75719,-84.37782,2010-04-01,103,1,50
100912462.0,Burglary-Residence,33.77441,-84.36042,2010-04-01,2,1,2
101022034.0,Larceny-From Vehicle,33.78703,-84.41185,2010-04-12,131,7,73
100970495.0,Robbery-Pedestrian,33.75194,-84.38964,2010-04-07,15,14,13
101141178.0,Larceny-Non Vehicle,33.7434,-84.34557,2010-04-27,75,1,69
101112112.0,Larceny-From Vehicle,33.79551,-84.37067,2010-04-21,51,3,51
101170645.0,Auto Theft,33.78147,-84.4949,2010-04-27,65,1,60
101201499.0,Larceny-Non Vehicle,33.84391,-84.37083,2010-04-30,81,4,67
100940440.0,Agg Assault,33.75552,-84.37797,2010-04-04,103,10,50
101100754.0,Burglary-Nonres,33.73219,-84.38337,2010-04-20,18,1,16
100961205.0,Larceny-Non Vehicle,33.74571,-84.45747,2010-04-06,121,1,72
101080682.0,Auto Theft,33.77315,-84.433,2010-04-18,47,6,61
101131006.0,Larceny-Non Vehicle,33.7805,-84.38752,2010-04-23,14,7,22
101112161.0,Larceny-From Vehicle,33.65622,-84.50857,2010-04-21,11,12,5
101041070.0,Burglary-Residence,33.81119,-84.42499,2010-04-14,113,1,30
101070413.0,Larceny-From Vehicle,33.76128,-84.37323,2010-04-17,35,1,50
100960275.0,Auto Theft,33.75357,-84.3818,2010-04-06,15,4,66
101072550.0,Larceny-From Vehicle,33.80975,-84.36299,2010-04-17,54,1,15
101061213.0,Auto Theft,33.74608,-84.48501,2010-04-16,141,1,48
100992470.0,Auto Theft,33.65781,-84.5092,2010-04-12,11,1,5
101090948.0,Robbery-Pedestrian,33.74955,-84.46497,2010-04-19,121,1,72
101091975.0,Burglary-Residence,33.75411,-84.34315,2010-04-19,42,1,40
100980579.0,Larceny-From Vehicle,33.70056,-84.40509,2010-04-08,63,7,59
100960986.0,Burglary-Nonres,33.74718,-84.3338,2010-04-06,45,7,42
100930458.0,Auto Theft,33.78752,-84.45789,2010-04-03,104,1,57
101090110.0,Larceny-From Vehicle,33.75409,-84.37991,2010-04-19,15,4,66
100980742.0,Larceny-Non Vehicle,33.7846,-84.42235,2010-04-08,139,1,61
101032089.0,Larceny-Non Vehicle,33.80448,-84.41348,2010-04-13,20,3,30
100970921.0,Larceny-From Vehicle,33.74058,-84.35903,2010-04-07,67,2,24
101051412.0,Burglary-Residence,33.77261,-84.46416,2010-04-15,62,1,70
101180727.0,Larceny-Non Vehicle,33.76045,-84.49975,2010-04-28,55,1,52
101021994.0,Robbery-Pedestrian,33.77242,-84.38884,2010-04-12,14,1,25
101201508.0,Agg Assault,33.71438,-84.43797,2010-04-30,7,1,7
101100497.0,Auto Theft,33.70103,-84.45746,2010-04-20,3,1,3
101160729.0,Burglary-Residence,33.7014,-84.37593,2010-04-26,13,1,11
101181668.0,Burglary-Residence,33.77314,-84.44125,2010-04-28,47,1,57
101091931.0,Robbery-Residence,33.76353,-84.45465,2010-04-19,117,1,45
101200600.0,Larceny-From Vehicle,33.75503,-84.35809,2010-04-30,99,7,78
101161690.0,Larceny-From Vehicle,33.73533,-84.35732,2010-04-26,58,1,55
101170750.0,Larceny-From Vehicle,33.8161,-84.42695,2010-04-27,129,1,30
101132508.0,Larceny-From Vehicle,33.78174,-84.36869,2010-04-24,14,4,12
101100204.0,Larceny-From Vehicle,33.72398,-84.46164,2010-04-20,12,1,48
101181147.0,Larceny-Non Vehicle,33.75657,-84.38034,2010-04-28,15,4,66
101061640.0,Auto Theft,33.75786,-84.34875,2010-04-16,42,3,40
101100663.0,Burglary-Nonres,33.77414,-84.36115,2010-04-20,2,4,2
101201982.0,Larceny-From Vehicle,33.68128,-84.4077,2010-04-30,74,4,68
100931120.0,Larceny-Non Vehicle,33.75938,-84.34863,2010-04-03,42,3,40
101111080.0,Burglary-Residence,33.83267,-84.41859,2010-04-21,92,1,27
101100981.0,Larceny-From Vehicle,33.80077,-84.40869,2010-04-20,20,1,18
101010698.0,Burglary-Residence,33.74058,-84.35014,2010-04-11,58,1,24
100971250.0,Agg Assault,33.81782,-84.38406,2010-04-07,108,1,8
101091569.0,Larceny-Non Vehicle,33.68274,-84.40902,2010-04-19,68,3,63
100960571.0,Larceny-From Vehicle,33.85119,-84.36313,2010-04-06,73,1,67
101091286.0,Robbery-Pedestrian,33.73794,-84.41735,2010-04-19,34,3,34
101111400.0,Auto Theft,33.70602,-84.50759,2010-04-21,80,1,17
101000159.0,Larceny-Non Vehicle,33.76152,-84.38672,2010-04-10,15,5,54
101020983.0,Burglary-Residence,33.75559,-84.3385,2010-04-12,42,1,40
101001496.0,Larceny-From Vehicle,33.79579,-84.42575,2010-04-10,131,7,73
101020982.0,Larceny-From Vehicle,33.77242,-84.38884,2010-04-12,14,1,25
100971324.0,Larceny-Non Vehicle,33.75194,-84.38964,2010-04-07,15,14,13
101062082.0,Larceny-From Vehicle,33.78699,-84.38371,2010-04-16,14,2,12
101060771.0,Larceny-From Vehicle,33.74961,-84.34248,2010-04-16,42,1,40
101120101.0,Agg Assault,33.77389,-84.47552,2010-04-22,65,1,60
101080924.0,Larceny-From Vehicle,33.75747,-84.37539,2010-04-18,103,1,50
101062783.0,Larceny-From Vehicle,33.73655,-84.39497,2010-04-16,59,1,56
100922544.0,Larceny-From Vehicle,33.75338,-84.47848,2010-04-02,78,1,72
100940648.0,Agg Assault,33.73769,-84.34794,2010-04-04,75,1,69
101070303.0,Larceny-From Vehicle,33.77953,-84.37959,2010-04-17,14,1,22
101040800.0,Larceny-Non Vehicle,33.72541,-84.40339,2010-04-14,28,1,26
101132044.0,Larceny-From Vehicle,33.79129,-84.38686,2010-04-23,14,2,12
101000852.0,Robbery-Pedestrian,33.73528,-84.41421,2010-04-10,34,4,34
100921765.0,Larceny-Non Vehicle,33.85302,-84.36278,2010-04-02,73,3,67
101110448.0,Larceny-From Vehicle,33.74173,-84.40283,2010-04-21,59,1,56
101091111.0,Larceny-Non Vehicle,33.65326,-84.35968,2010-04-19,22,8,20
100911119.0,Larceny-Non Vehicle,33.71803,-84.41768,2010-04-01,96,1,14
101090641.0,Larceny-From Vehicle,33.72128,-84.4607,2010-04-19,38,1,19
100981359.0,Larceny-From Vehicle,33.75766,-84.37211,2010-04-08,103,4,50
101051442.0,Larceny-Non Vehicle,33.77197,-84.42859,2010-04-15,47,1,61
100991656.0,Larceny-From Vehicle,33.74375,-84.315,2010-04-09,142,1,32
101022147.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-04-12,20,3,30
101100864.0,Larceny-Non Vehicle,33.83922,-84.38491,2010-04-20,41,1,9
101161212.0,Auto Theft,33.75889,-84.38806,2010-04-26,15,2,29
101101463.0,Agg Assault,33.70924,-84.38745,2010-04-20,79,4,1
100920494.0,Larceny-From Vehicle,33.84869,-84.43182,2010-04-02,143,4,27
100972118.0,Larceny-From Vehicle,33.79843,-84.36827,2010-04-07,51,4,51
101170022.0,Burglary-Residence,33.76722,-84.42954,2010-04-27,66,1,61
101181998.0,Larceny-From Vehicle,33.8227,-84.37056,2010-04-28,9,2,8
101042098.0,Larceny-From Vehicle,33.80323,-84.42711,2010-04-14,113,1,30
100980920.0,Larceny-Non Vehicle,33.72459,-84.42107,2010-04-08,98,1,77
101190632.0,Larceny-Non Vehicle,33.71687,-84.39659,2010-04-29,144,1,1
101011413.0,Burglary-Residence,33.75418,-84.51813,2010-04-11,145,1,4
101081430.0,Burglary-Residence,33.79742,-84.40671,2010-04-18,123,1,18
100991085.0,Burglary-Residence,33.74978,-84.45906,2010-04-09,121,1,72
101040403.0,Larceny-From Vehicle,33.73297,-84.39829,2010-04-14,59,1,56
101050187.0,Larceny-From Vehicle,33.76269,-84.39702,2010-04-15,15,4,49
101081882.0,Larceny-Non Vehicle,33.70665,-84.37927,2010-04-18,13,1,11
101181665.0,Burglary-Residence,33.81768,-84.38674,2010-04-28,108,1,8
100991648.0,Burglary-Residence,33.72583,-84.39544,2010-04-09,28,1,26
100971995.0,Larceny-From Vehicle,33.76045,-84.38556,2010-04-07,15,1,54
101051065.0,Larceny-From Vehicle,33.78239,-84.38253,2010-04-15,14,1,22
100952193.0,Robbery-Residence,33.73389,-84.40177,2010-04-05,28,1,26
101151692.0,Larceny-From Vehicle,33.81022,-84.41347,2010-04-25,146,4,39
101051305.0,Larceny-Non Vehicle,33.68274,-84.40902,2010-04-15,68,3,63
101121657.0,Burglary-Residence,33.87757,-84.35829,2010-04-22,73,11,65
101110416.0,Larceny-From Vehicle,33.74668,-84.35834,2010-04-21,89,2,24
101130677.0,Larceny-Non Vehicle,33.81187,-84.42756,2010-04-23,113,1,30
100920996.0,Burglary-Residence,33.72875,-84.39983,2010-04-02,28,1,26
101081038.0,Auto Theft,33.70066,-84.35564,2010-04-18,49,1,46
101171498.0,Larceny-Non Vehicle,33.78197,-84.45073,2010-04-27,47,1,57
101032466.0,Burglary-Residence,33.73533,-84.35732,2010-04-13,58,1,55
100951605.0,Burglary-Residence,33.68219,-84.38008,2010-04-05,87,1,41
100970323.0,Burglary-Residence,33.71449,-84.39138,2010-04-07,1,1,1
101130631.0,Larceny-From Vehicle,33.70141,-84.4798,2010-04-23,21,1,19
101100769.0,Agg Assault,33.78178,-84.49121,2010-04-20,65,7,60
100930720.0,Larceny-From Vehicle,33.78399,-84.40401,2010-04-03,71,1,47
101100884.0,Larceny-From Vehicle,33.77159,-84.38619,2010-04-20,14,2,25
100991260.0,Larceny-Non Vehicle,33.7472,-84.40141,2010-04-09,91,1,49
101000651.0,Larceny-From Vehicle,33.83918,-84.37387,2010-04-10,10,1,9
100991857.0,Larceny-From Vehicle,33.75713,-84.39294,2010-04-09,15,5,49
101032494.0,Burglary-Residence,33.74228,-84.34239,2010-04-13,75,1,69
101102219.0,Larceny-Non Vehicle,33.72174,-84.40839,2010-04-20,16,4,14
101011141.0,Larceny-Non Vehicle,33.82403,-84.36328,2010-04-11,9,3,8
100952264.0,Larceny-Non Vehicle,33.76693,-84.41915,2010-04-06,66,1,61
101111402.0,Burglary-Residence,33.72617,-84.43298,2010-04-21,98,1,10
101040646.0,Larceny-From Vehicle,33.77391,-84.35673,2010-04-14,2,1,2
100991681.0,Agg Assault,33.7486,-84.34879,2010-04-09,42,1,40
100931147.0,Auto Theft,33.68078,-84.49392,2010-04-03,24,1,23
101161017.0,Larceny-Non Vehicle,33.7532,-84.39201,2010-04-26,15,4,13
101141479.0,Burglary-Nonres,33.81007,-84.3713,2010-04-24,51,1,15
100922340.0,Agg Assault,33.70473,-84.4623,2010-04-02,3,1,3
100980071.0,Burglary-Residence,33.77244,-84.37129,2010-04-08,35,4,35
100931457.0,Agg Assault,33.73012,-84.38158,2010-04-03,112,1,16
101001139.0,Larceny-From Vehicle,33.73147,-84.38761,2010-04-10,112,1,16
101070943.0,Larceny-Non Vehicle,33.75862,-84.41111,2010-04-17,37,1,37
101200338.0,Burglary-Residence,33.81416,-84.42677,2010-04-30,129,1,30
101180519.0,Auto Theft,33.75187,-84.31722,2010-04-28,45,1,42
100980704.0,Agg Assault,33.67614,-84.51667,2010-04-08,5,1,5
101061583.0,Larceny-Non Vehicle,33.76396,-84.37196,2010-04-16,35,7,35
100961801.0,Burglary-Residence,33.67268,-84.38507,2010-04-06,84,1,74
101151137.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-04-25,20,3,30
101060680.0,Larceny-From Vehicle,33.73364,-84.50386,2010-04-16,26,4,4
100991205.0,Larceny-Non Vehicle,33.7805,-84.38752,2010-04-09,14,7,22
101131209.0,Larceny-Non Vehicle,33.76158,-84.38496,2010-04-23,15,5,54
101172109.0,Agg Assault,33.6762,-84.50719,2010-04-27,53,1,5
100920850.0,Larceny-From Vehicle,33.78293,-84.38136,2010-04-02,14,2,22
101051117.0,Auto Theft,33.75459,-84.41766,2010-04-15,61,4,58
101201071.0,Burglary-Residence,33.82658,-84.35796,2010-04-30,6,1,6
100941124.0,Robbery-Residence,33.74005,-84.40649,2010-04-04,59,1,56
100971042.0,Burglary-Residence,33.84344,-84.36764,2010-04-07,81,1,8
101061631.0,Larceny-Non Vehicle,33.84578,-84.36489,2010-04-16,36,3,6
101021179.0,Larceny-Non Vehicle,33.70979,-84.35849,2010-04-12,85,1,55
101091922.0,Larceny-From Vehicle,33.7573,-84.38992,2010-04-19,15,1,29
100981297.0,Auto Theft,33.7032,-84.37701,2010-04-08,13,1,11
101061303.0,Burglary-Nonres,33.74798,-84.3679,2010-04-16,25,4,24
101071486.0,Larceny-From Vehicle,33.73234,-84.35713,2010-04-17,58,1,55
101132269.0,Burglary-Residence,33.72638,-84.39769,2010-04-23,28,1,26
100982057.0,Larceny-From Vehicle,33.84691,-84.35618,2010-04-08,136,2,6
101181057.0,Burglary-Residence,33.7881,-84.47292,2010-04-28,33,1,33
101111043.0,Burglary-Residence,33.69882,-84.40133,2010-04-21,13,1,11
101150406.0,Burglary-Residence,33.74024,-84.33729,2010-04-25,75,1,69
101030121.0,Burglary-Residence,33.72771,-84.43846,2010-04-13,12,1,10
101201738.0,Burglary-Residence,33.86118,-84.39088,2010-04-30,107,1,71
101081115.0,Agg Assault,33.70103,-84.45746,2010-04-18,3,1,3
100991569.0,Larceny-From Vehicle,33.71285,-84.35588,2010-04-09,85,1,55
101201052.0,Burglary-Residence,33.72586,-84.39732,2010-04-30,28,1,26
100962008.0,Robbery-Residence,33.81631,-84.35188,2010-04-06,17,1,51
101090175.0,Auto Theft,33.71029,-84.38192,2010-04-19,79,1,1
101140079.0,Larceny-From Vehicle,33.85988,-84.38156,2010-04-24,72,4,65
100961920.0,Burglary-Residence,33.7209,-84.42978,2010-04-06,98,1,10
100912375.0,Robbery-Pedestrian,33.74618,-84.43405,2010-04-01,23,1,21
101101869.0,Auto Theft,33.75945,-84.3189,2010-04-20,45,1,42
101001723.0,Larceny-From Vehicle,33.65774,-84.50897,2010-04-10,11,3,5
101011402.0,Agg Assault,33.71821,-84.42771,2010-04-11,98,1,10
100920983.0,Burglary-Residence,33.77701,-84.51103,2010-04-02,116,1,43
101131274.0,Larceny-Non Vehicle,33.77201,-84.33311,2010-04-23,90,7,75
100960701.0,Larceny-From Vehicle,33.73241,-84.41584,2010-04-06,34,1,34
101010734.0,Burglary-Residence,33.74825,-84.42445,2010-04-11,61,1,58
101202309.0,Agg Assault,33.75194,-84.38964,2010-04-30,15,14,13
101131363.0,Larceny-Non Vehicle,33.73296,-84.43809,2010-04-23,12,4,21
101001155.0,Auto Theft,33.74097,-84.41809,2010-04-10,34,4,34
100972088.0,Larceny-From Vehicle,33.78938,-84.38789,2010-04-07,14,2,12
101112297.0,Larceny-From Vehicle,33.83777,-84.38154,2010-04-21,41,4,9
100911301.0,Larceny-Non Vehicle,33.73779,-84.34179,2010-04-01,75,1,69
100911421.0,Agg Assault,33.74227,-84.42333,2010-04-01,34,1,34
101051025.0,Larceny-Non Vehicle,33.70076,-84.47208,2010-04-15,147,1,3
101041207.0,Burglary-Residence,33.74716,-84.44011,2010-04-14,23,1,21
101161090.0,Larceny-From Vehicle,33.75273,-84.36901,2010-04-26,35,1,50
101050663.0,Burglary-Nonres,33.71874,-84.36841,2010-04-15,148,4,55
100941528.0,Agg Assault,33.7296,-84.38545,2010-04-04,112,1,16
101071446.0,Larceny-From Vehicle,33.74869,-84.38645,2010-04-17,15,7,36
100980590.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-04-08,20,3,30
100961711.0,Larceny-Non Vehicle,33.84911,-84.37075,2010-04-06,73,4,67
100930643.0,Auto Theft,33.76762,-84.372,2010-04-03,35,1,35
101001464.0,Larceny-Non Vehicle,33.68274,-84.40902,2010-04-10,68,3,63
100991151.0,Auto Theft,33.76024,-84.34491,2010-04-09,42,1,40
101101437.0,Auto Theft,33.70195,-84.35627,2010-04-20,49,1,46
101081499.0,Larceny-Non Vehicle,33.73158,-84.51054,2010-04-18,8,1,4
100981656.0,Larceny-From Vehicle,33.773,-84.38723,2010-04-08,14,2,25
101010696.0,Burglary-Nonres,33.8201,-84.39032,2010-04-11,40,1,39
101150297.0,Auto Theft,33.73717,-84.35528,2010-04-25,58,1,55
101140303.0,Auto Theft,33.67339,-84.37144,2010-04-24,22,8,20
101180881.0,Burglary-Residence,33.74041,-84.35271,2010-04-28,58,1,24
101490528.0,Agg Assault,33.65769,-84.50853,2010-05-29,11,11,5
101481123.0,Agg Assault,33.7095,-84.37963,2010-05-28,13,1,11
101491166.0,Larceny-From Vehicle,33.82215,-84.3876,2010-05-29,108,2,8
101391813.0,Larceny-From Vehicle,33.80412,-84.39248,2010-05-19,149,1,18
101280006.0,Burglary-Residence,33.74651,-84.40675,2010-05-08,39,1,38
101271313.0,Burglary-Residence,33.72338,-84.33185,2010-05-07,75,1,69
101361732.0,Agg Assault,33.76777,-84.43117,2010-05-16,66,1,61
101500794.0,Larceny-From Vehicle,33.83052,-84.36199,2010-05-30,9,1,8
101391095.0,Auto Theft,33.82506,-84.36708,2010-05-19,9,7,8
101221140.0,Larceny-Non Vehicle,33.68274,-84.40902,2010-05-02,68,3,63
101430890.0,Larceny-Non Vehicle,33.75605,-84.34813,2010-05-23,42,3,40
101400905.0,Burglary-Residence,33.67488,-84.40097,2010-05-20,74,1,68
101411229.0,Burglary-Residence,33.70062,-84.45594,2010-05-21,3,1,3
101412237.0,Larceny-From Vehicle,33.85325,-84.35832,2010-05-21,36,3,6
101311766.0,Larceny-From Vehicle,33.78633,-84.38471,2010-05-11,14,4,22
101430807.0,Larceny-Non Vehicle,33.75782,-84.41093,2010-05-23,37,1,37
101242278.0,Robbery-Pedestrian,33.74072,-84.31311,2010-05-04,142,1,32
101422243.0,Burglary-Residence,33.78922,-84.49321,2010-05-22,150,1,43
101470772.0,Larceny-Non Vehicle,33.73812,-84.43276,2010-05-27,34,3,77
101210660.0,Auto Theft,33.83717,-84.38334,2010-05-01,41,6,9
101460522.0,Auto Theft,33.73914,-84.33463,2010-05-26,75,1,69
101282335.0,Robbery-Pedestrian,33.76133,-84.36918,2010-05-08,35,1,35
101470986.0,Burglary-Nonres,33.79492,-84.40988,2010-05-27,20,1,18
101471700.0,Larceny-From Vehicle,33.76094,-84.36599,2010-05-27,35,1,50
101510977.0,Robbery-Pedestrian,33.75186,-84.39133,2010-05-31,15,2,13
101330493.0,Larceny-From Vehicle,33.74083,-84.39636,2010-05-13,59,1,56
101281242.0,Larceny-Non Vehicle,33.76028,-84.38768,2010-05-08,15,2,29
101460562.0,Larceny-From Vehicle,33.75606,-84.51517,2010-05-26,145,1,4
101332263.0,Burglary-Residence,33.73046,-84.41265,2010-05-13,16,1,14
101322002.0,Larceny-Non Vehicle,33.78476,-84.37877,2010-05-12,14,2,22
101272576.0,Larceny-Non Vehicle,33.75194,-84.38964,2010-05-07,15,14,13
101261048.0,Larceny-From Vehicle,33.78332,-84.40974,2010-05-06,50,1,47
101482166.0,Larceny-From Vehicle,33.84911,-84.37075,2010-05-28,73,4,67
101370268.0,Burglary-Nonres,33.84933,-84.42876,2010-05-17,29,4,71
101291644.0,Burglary-Residence,33.723,-84.32834,2010-05-09,75,1,69
101240180.0,Burglary-Nonres,33.77351,-84.35897,2010-05-04,101,1,78
101310628.0,Larceny-From Vehicle,33.76126,-84.38223,2010-05-11,15,2,54
101281962.0,Larceny-From Vehicle,33.75277,-84.37546,2010-05-08,103,1,50
101511704.0,Agg Assault,33.70226,-84.39452,2010-05-31,13,7,11
101411405.0,Larceny-Non Vehicle,33.73913,-84.42835,2010-05-21,34,1,34
101271935.0,Burglary-Residence,33.80761,-84.47,2010-05-07,134,1,73
101341339.0,Burglary-Residence,33.75482,-84.43656,2010-05-14,44,1,31
101371348.0,Auto Theft,33.7903,-84.39976,2010-05-17,76,1,47
101461405.0,Larceny-From Vehicle,33.79127,-84.39851,2010-05-26,76,5,47
101361249.0,Burglary-Residence,33.85586,-84.36749,2010-05-16,73,1,65
101381919.0,Auto Theft,33.76329,-84.39054,2010-05-18,15,1,29
101471517.0,Auto Theft,33.71046,-84.41551,2010-05-27,63,1,59
101371237.0,Burglary-Residence,33.82149,-84.35161,2010-05-17,17,2,15
101402273.0,Agg Assault,33.76354,-84.41529,2010-05-20,30,1,28
101211250.0,Larceny-From Vehicle,33.70278,-84.41017,2010-05-01,63,1,59
101392005.0,Larceny-From Vehicle,33.67299,-84.39626,2010-05-19,84,1,68
